arg,verb,sentence,verb_idx,label
people,kill,"Two air crashes in India killed at least 164 people , authorities said .",5,0
thousand,kill,"As Bismarck wrote more than a century ago: `` I , who prepare to go to war , kill thousands , the Christians in the name of God kill millions . ''",20,0
people,kill,More than 211 people have been killed and 586 wounded since the current fighting began between the Amal and Hezbollah .,6,0
vehicle,knock,"Cale Yarborough 's car spun out of control on the first turn , '' knocking out nine other vehicles .",14,0
money,lend,No bank would lend him money .,3,0
society,lend,"By January 1993 , societies would be able to lend 25 % of their assets for such nontraditional purposes as commercial property development and unsecured personal loans .",9,0
agitator,melt,"But the judge 's opinion said that the agitator for the vacuum cleaner `` was melting '' and `` making a loud noise , the foot pedal handle release was breaking and the vacuums were not equipped with a steel-encased motor as had been advertised to the trade , but rather with a less desirable and less reliable '' motor .",16,0
class,miss,Mr. Knight and others criticize the service for helping students miss classes .,10,0
appearance,miss,"Coincidentally or not , this meant that Sen. Quayle also would miss a scheduled joint appearance with the vice president today in Chicago at the meeting of the Veterans of Foreign Wars .",11,0
aspect,miss,"That aspect of what they did will be missed , '' said Joseph Ostrow , world-wide media director for ad agency Foote , Cone & Belding Communications Inc .",8,0
tree,plant,Farmers have planted pine trees on many former soybean fields under a government program that pays them $ 45 an acre each year to idle land .,2,0
potato,plant,"Spring potatoes have been planted on 81 , 900 acres , down 1 % from last year but up 6 % from two years ago .",4,0
seedling,plant,"Whalers , traders and missionaries planted seedlings at settlements scattered along the chain .",5,0
soccer,play,Mr. Gorbachev has complained that children play soccer with loaves of bread because they 're so cheap .,6,0
lot,plow,"`` We 've been plowing a lot of new furrows , '' says Richard Burket of Archer-Daniels-Midland Co . , Decatur , Ill .",6,0
land,plow,Most land being farmed by FmHA borrowers would be plowed regardless of whether the FmHA ever existed .,9,0
dipper,pour,"As each diver plunges into a cage , Mr. Roessler pours a smelly dipper of chum on top of him: the initiation rite .",10,0
paraffin,pour,`` She 's only had the chance to practice her conviction politics because the other side has been pouring paraffin over themselves and putting matches to it in front of the television cameras at routine intervals . '',19,0
wyoming,pump,"Wolverine also said the Wyoming well is being pumped at a rate of 255 barrels of oil a day from a depth of 7 , 260 feet .",8,0
inch,rain,"It has rained only an inch and a half since January , and most of that came in sprinkles that quickly sizzled back into the air as soon as they hit the burning ground .",2,0
face,rest,Next to it rests a wooden face carving he found in a nearby cemetery .,3,0
subway,ride,"A letter from Mayor Ed Koch went out early this month to chief executives of 11 , 000 companies , urging them to reduce the city 's traffic woes by encouraging employees to ride subways .",33,0
kid,ride,"I would n't want my kid to ride in one , '' he says .",7,0
cheek,roll,Tears roll down Juana Lara 's cheeks when she recalls the family 's desperation a few years ago .,1,0
place,sleep,"Oh yes , you also get to pay $ 2 for a cup of coffee , around $ 35 for a cheeseburger lunch for two , and up to $ 1 , 500 a day for your place to sleep .",39,0
people,sleep,`` I have long suspected that more people are sleeping apart because of snoring than are sleeping together for all other reasons combined . '',10,0
cow,step,"Cows still step on unexploded mines , but after 17 years of de facto peace , Mr. Hellman finds the river border odd .",2,0
needle,stick,"`` Most of the time , all they do is stick needles in you and take blood . ''",11,0
american,strike,"They claim that colon cancer , which strikes more than 100 , 000 Americans a year , occurs only in people who inherit a particular gene from their parents that predisposes them to the cancer .",7,0
company,strike,"About 2 , 500 tugboat employees struck nine marine-transport companies in the Port of New York and New Jersey .",6,0
missionary,stumble,"In 1813 , a Welsh missionary named Thomas Jones stumbled across the hills into Meghalaya and began pushing the native Khasis , who today make up half the population , along the rocky path toward modernization and Christianity .",9,0
picture,touch,"When realistic paintings such as these were first viewed , by an educated class surfeited with romanticism and an upcoming middle class newly exposed to museums , they caused such commotion that for the first time in history police were necessary to keep people from touching the pictures .",45,0
arm,touch,"At the Chicago seminar , a participant named Jackie says: `` I like to touch their arm and say their name .",16,0
stone,touch,"Stones are laid close together , generally slanting inward , with each stone touching as many others as possible .",13,0
land,touch,"Now when a NATO ship touches the land between the Baltic and North seas , Denmark will notify the ship 's embassy the visit must `` take place in agreement with the rules laid down by the Danish government . ''",5,0
crop,wither,"Because of crop failure , farmers are expected to abandon 14 million acres this fall , considerably more than they wrote off in 1986 , when drought withered crops in the South .",27,0
sponge,absorb,"New Pig Corp . , Tipton , Pa . , offers a hot-dog-shaped sponge that absorbs polluting liquids around factory machines .",19,0
woman,assault,"For example , he carefully steered clear of controversies such as New York 's Tawana Brawley case , where some rabble-rousing lawyers are charging that a young black woman was assaulted and raped by whites .",32,0
marshal,assault,"Mr. Guez , of Old Westbury , N.Y . , also is currently under indictment and awaiting trial for allegedly assaulting a deputy U.S. marshal who tried to seize Sasson records last year at the posh $ 5.5 million Manhattan townhouse where Mr. Guez once resided .",20,0
country,attack,One sure sign has reappeared to attest that the interests of the United States must be taking a turn for the good in El Salvador: The country is being attacked .,30,0
target,attack,The PLO said it would attack Israeli targets to avenge Sunday 's killing of three guerrillas and Monday 's bombing of a ship intended to carry Palestinian deportees to Israel .,5,0
demonstrator,attack,"This expert also believes that Pyongyang might use helicopters it has bought from the West , which are identical to those used by the Seoul army , to attack student demonstrators .",28,0
